一级分类,二级分类,疾病,挂什么科,哪些症状,好发人群,治疗方法,治疗费用,是否传染,患病比例,治愈率,治疗周期,html
内科,神经内科,脑棘球蚴病,神经内科,头痛、癫痫和癫痫样发作、恶心与呕吐、眩晕、囊肿、视盘水肿、偏瘫、感觉障碍、颅内压增高、虚脱,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.03%,50--70%,2--6个月,https://tag.120ask.com/jibing/njqb/
内科,神经内科,脑真菌性肉芽肿,神经内科,脑膜刺激征、头痛、恶心与呕吐、低热、高热、脑膜刺激症状、颈项强直、颅内压增高,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.003%-0.007%,85%,1-3个月,https://tag.120ask.com/jibing/nzjxryz/
内科,神经内科,面神经瘤,肿瘤科,耳聋、耳鸣、面神经瘫痪,成人较多,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（2000—— 5000元）,否,0.005%,40%,2-4周,https://tag.120ask.com/jibing/msjl/
内科,神经内科,脑膜炎球菌性脑膜炎,神经内科,寒战、高热、头痛、呕吐、前囟饱满、脑膜刺激征、脑脓肿、发烧、斑疹、呼吸不规则、恶心与呕吐、颈项强直,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.069%,93%,14天,https://tag.120ask.com/jibing/nmyqjxnmy/
内科,神经内科,脑猪囊尾蚴病,神经外科、感染科,癫痫和癫痫样发作、高颅压综合征、脑膜刺激征、精神障碍、头痛、痴呆、感染性发热,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,是,0.0001%,30%,1--3个月,https://tag.120ask.com/jibing/nznwb/
内科,神经内科,脑蛛网膜炎,脑外科,头痛、视力障碍、脑积水、颈项强直、眼球震颤、面肌抽搐、恶心呕吐、肢体麻木,所有人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 ——10000元）,否,0.0001%,65%,3--10周,https://tag.120ask.com/jibing/nzwmy/
内科,神经内科,面瘫,神经内科、针灸科,口角下垂、鼻唇沟变浅、口角向健侧偏歪,所有群体,药物治疗、针灸治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-3000元）,否,0.002%,20%,14-30天,https://tag.120ask.com/jibing/miantan/
内科,神经内科,颞下颌关节紊乱综合征,神经内科,颌骨关节痛、颞部疼痛、张口困难、张嘴颌骨响,青壮年,封闭疗法、药物治疗,根据不同医院，收费标准不一致，市三甲医院约8000--15000,否,0.001%,80%,10-30天,https://tag.120ask.com/jibing/xgjwlzhz/
内科,神经内科,胼胝体进行性变性,神经内科,焦虑、情感淡漠、严重情绪障碍、痴呆、昏迷、幻觉、瘫痪,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,发病率约为0.005%-0.007%,,终身间歇性治疗,https://tag.120ask.com/jibing/tjxxbx/
内科,神经内科,扭转痉挛,普外科,颈部、四肢、躯干甚至是全身的剧烈、不自主的扭转，手足的过伸或过曲，通常以身体的长轴为中心。其扭转动作往往十分缓慢，间歇重复出现。,学龄儿童和青少年,药物治疗，手术治疗,根据不同医院，收费标准是不一样的市三级甲等医院约（5000-20000）,否,0.5%,85%,1-2周,https://tag.120ask.com/jibing/nzjl/
内科,神经内科,前庭神经炎,神经内科,眩晕、恶心、呕吐、平衡功能障碍、眼球震颤、前庭神经受损、多发性神经炎、听力减退,多罹患于20～60岁成人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.005%,60%,2-4周,https://tag.120ask.com/jibing/qtsjy/
内科,神经内科,前庭神经元炎,神经内科,眩晕、眼球震颤、恶心、呕吐,青年、成年人较多见,药物治疗、预防治疗,根据不同医院，收费标准不一致，市三甲医院约5000--10000,否,发病率约为0.006%,,1-3个月,https://tag.120ask.com/jibing/qtsjyy/
内科,神经内科,腔隙性脑梗死,神经内科,痴呆、定位体征、动脉粥样硬化、豆纹动脉闭塞、耳鸣、复视、感觉障碍、高血压,伴有高血压的老年人多见,病因治疗、康复治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,否,0.05%,,需要终身治疗,https://tag.120ask.com/jibing/qxxngs/
内科,神经内科,帕金森病性痴呆,神经内科,震颤性肌强直运动徐缓、静止性震颤、刺痛、腱反射亢进、动作减少、言语缓慢、情绪低沉、自杀企图常,帕金森病患者,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 30000元）,否,20%(发病率在老年患者中20%),80%(一般有效缓解在80%维持不在发展),2-4年,https://tag.120ask.com/jibing/pjsbxcd/
内科,神经内科,热带痉挛性轻截瘫,神经内科,下肢无力、 腱反射亢进、 括约肌功能障碍,所有人群,支持疗法,根据不同医院，收费标准不一致，市三甲医院约（10000 ——50000元）,否,0.002%,25%,1-3个月,https://tag.120ask.com/jibing/rdjlxqjt/
内科,神经内科,青年上肢远端肌萎缩,神经内科,无力、硬化、寒冷麻痹,青年男性,药物治疗、理疗、按摩,根据不同医院，收费标准不一致，市三甲医院约（6000 —— 10000元）,否,发病率约为0.004%-0.009%,,6-12个月,https://tag.120ask.com/jibing/qnszydjws/
内科,神经内科,皮层性多汗症,皮肤科,掌跖多汗症、情绪性多汗症、.腋窝多汗症,成年人,中医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-8000元）,否,0.004%-0.007%,40%-60%,3-6个月,https://tag.120ask.com/jibing/pcxdhz/
内科,神经内科,人类T淋巴细胞病毒感染,感染科,发烧、贫血、黏膜损害、肝肿大、腹部肿块、胸骨压痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,是,0.001%,70%,30天,https://tag.120ask.com/jibing/rltlbxbbdgr/
内科,神经内科,皮肤神经瘤,皮肤科,结节、丘疹、神经纤维过度生长、皮肤触痛,本病常发生于手指多余指截肢部位或通常在第三跖骨间隙的跖部,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（6000 —— 10000元）,否,0.005%,90%,2-4月,https://tag.120ask.com/jibing/pfsjl/
内科,神经内科,妊娠合并癫痫,神经内科,暴怒、颤抖、抽搐、大小便失禁、发绀、喉部痉挛、昏睡、惊厥,产妇,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 1000元）,否,0.002%,70%,1-3个月,https://tag.120ask.com/jibing/rshb/
内科,神经内科,躯体感觉障碍,神经内科,放射性疼痛、感觉过度、感觉障碍、脊髓半切综合征、脊髓压迫、节段性分离性感觉障碍、深感觉障碍、瘫痪,所有人群,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 ——20000元）,否,0.015%,60%,3-5个月,https://tag.120ask.com/jibing/qtgjza/
内科,神经内科,皮克病,神经内科,暴怒、痴呆、肌阵挛、记忆力障碍、缄默症、焦虑、强握反射、情感淡漠,多为中老年发病，发病年龄30～90岁，60岁为高峰，多在70岁前发病，女性较多，40%的患者有家族史，其余为散发,药物治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（8000 —— 10000元）,否,0.005%,40%,3-6月,https://tag.120ask.com/jibing/pikebing/
内科,神经内科,妊娠合并偏头痛,神经内科,面色苍白、眼前冒火花或眼前闪光、眼眶疼痛、幻觉、眼前冒金花、轻瘫、搏动性头痛、昏迷、恶心与呕吐,孕妇,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 2000元）,否,妊娠妇女中发病率约5%,95%，分娩后头疼即可缓解,3-6月,https://tag.120ask.com/jibing/rshbptt/
内科,神经内科,全面性发作,神经内科,肌阵挛、意识丧失、意识障碍、角弓反张、足内翻、震颤、舌咬伤、心率增快、光反射消失、牙关紧闭、尿失禁、意识模糊,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,0.01%,70%，多以控制症状为主,2--6周,https://tag.120ask.com/jibing/qmxfz/
内科,神经内科,皮克病性痴呆,神经内科,智能障碍、易激惹、暴力冲动行为、注意力集不中、运动性失语、言语功能的部分丧失、抑郁、痴呆面容、认识能力缺失、呆滞,老年人群,药物治疗、生活护理,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,0.001%,20%,3个月,https://tag.120ask.com/jibing/pkbxcd/
内科,神经内科,妊娠合并重症肌无力,神经内科,上睑下垂、复视、四肢无力、面肌无力、肌无力危象、眼外肌运动无力、呼吸功能衰竭、构音障碍、呛咳、呼吸困难、斜视、构音不清,孕妇,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.05%,70%,2-6月,https://tag.120ask.com/jibing/rshbzzjwl/
内科,神经内科,全植物神经功能不全,神经内科,周围神经活检示有髓纤维减少、轴索结构紊乱、无髓纤维萎缩,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 ——5000元）,否,多见于白领层，发病率约5%,70%,1-2年,https://tag.120ask.com/jibing/qzwsjgnbq/
内科,神经内科,妊娠舞蹈病,神经内科,挤眉、弄眼、蹙额、呶嘴及伸舌、肢各关节时而屈曲时而伸直时而扭转或不停地耸肩、下肢有不随意动作走路摇摆、易跌倒进而不能站立,17～23岁的初产妇,终止妊娠,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,否,0.005%,,2-4月,https://tag.120ask.com/jibing/rswdb/
内科,神经内科,缺血性视神经病变,神经内科,视物模糊、视野缩小、视野缺损、暴盲、单眼突然出现一过性黑蒙、头痛、视野向心性缩小,中老年人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--30000,否,0.005%,80%,2-4月,https://tag.120ask.com/jibing/qxxssjbb/
内科,神经内科,唇舌水肿及面瘫综合征,神经内科,味觉减退、听觉过敏、疼痛、瘫痪、面神经瘫痪,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.0013%,90%,7-21天,https://tag.120ask.com/jibing/csszjmtzhz/
内科,神经内科,神经白塞病,神经内科,头痛、发烧、颈强直、恶心与呕吐、脑膜刺激征、瘫痪、口、眼、生殖器损害、定位体征、会阴溃疡,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.002%-0.005%,74%,1-3个月,https://tag.120ask.com/jibing/sjbsb/
内科,神经内科,三痹,中医科,疼痛游走不定的关节疼痛,久处湿地的成年人,中医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500—— 1000元）,否,0.01%,85%,10-30天,https://tag.120ask.com/jibing/sanbi/
内科,神经内科,Shy-Drager综合征,神经内科,头昏 头晕 眼花 晕厥 便秘 步态不稳 低血压 腹泻,中年男性,中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.001%,60%,2--8周,https://tag.120ask.com/jibing/shydragerzhz/
内科,神经内科,神经节苷脂沉积病,神经内科,角膜混浊、关节挛缩、抽搐、肌张力降低、体型异常、视力障碍、吞咽困难,遗传患者,对症治疗,根据不同医院，收费标准不一致，市三甲医院约1000--5000,否,0.0001%,75%,1-2个月,https://tag.120ask.com/jibing/sjjzcjb/
内科,神经内科,三叉神经营养性损害,神经内科,鼻翼部结痂性损害、新月状无痛性溃疡、鼻黏膜干燥,多见于三叉神经手术后患者,药物治疗、病因治疗,根据不同医院，收费标准不一致，市三甲医院约1000--5000,否,0.005%,80%,3-6周,https://tag.120ask.com/jibing/scsjyyxsh/
内科,神经内科,神经莱姆病,神经内科,头痛、恶心与呕吐、发烧、痴呆、共济失调、丘疹,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,0.002%,40%,3个月,https://tag.120ask.com/jibing/sjlmb/
内科,神经内科,神经系统遗传病,神经内科,智能发育不全、痴呆行为异常语言障碍痫性发作、眼球震颤,先天遗传,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,发病率约为0.0005%--0.0008%,,1-3年,https://tag.120ask.com/jibing/sjxtycb/
内科,神经内科,三环类抗忧郁药中毒,急诊科,发烧、癫痫和癫痫样发作、呼吸抑制、心律失常、瞳孔异常、心脏震颤、心悸、昏迷、眩晕、恶心与呕吐、口干、头痛,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.001%,60%,14--21天,https://tag.120ask.com/jibing/shlkyyyzd/
内科,神经内科,散发性脑炎伴发的精神障碍,神经内科,头痛、恶心与呕吐、意识模糊、意识障碍、意识朦胧状态 、多汗、不自主运动、抽搐、唾液分泌增多,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,发病率约为0.007%-0.008%,55%-65%,3-6个月,https://tag.120ask.com/jibing/sfxnybfdjsza/
内科,神经内科,神经鞘瘤,神经内科,结节、斑疹、丘疹、感觉障碍、运动功能障碍、压痛、面肌抽搐、声音嘶哑,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.001%,60%,2-3周,https://tag.120ask.com/jibing/sjql/
内科,神经内科,神经性肌强直,神经内科,肌肉颤动,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.003%,40%,3个月,https://tag.120ask.com/jibing/sjxjqz/
内科,神经内科,上矢状窦血栓性静脉炎,神经内科,寒战、盗汗 、头痛、呕吐、偏瘫、失语、发烧、昏迷、恶心与呕吐,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,0.002%,65%,2-4月,https://tag.120ask.com/jibing/sszxsxjmy/
内科,神经内科,神经元蜡样脂褐质沉积症,神经内科,痴呆、单眼失明、共济失调、情感淡漠、幻觉、腱反射异常、肌张力降低,儿童人群,对症治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,0.013%,40%,1-3个月,https://tag.120ask.com/jibing/sjylyzhzcjz/
